Category,Staff code,Date
Random Act of Kindness - Good College Spirit EXC,ERM,03/11/2016
Random Act of Kindness - Good College Spirit EXC,ERM,03/11/2016
Infraction,ARE,03/11/2016
Infraction,ARE,03/11/2016
Infraction,ECH,03/11/2016
Infraction,RAC,04/11/2016
Infraction,RAC,04/11/2016
Co-Curricular EXC Motivated,PMG,04/11/2016
Academic EXC Independent,CMLK,04/11/2016
Academic EXC Creative,ARE,04/11/2016
Academic EXC Creative,ARE,04/11/2016
Academic EXC Creative,ARE,04/11/2016
Academic EXC Creative,ARE,04/11/2016
Academic EXC Creative,ARE,04/11/2016
Academic EXC Creative,ARE,04/11/2016
Academic EXC Creative,ARE,04/11/2016
Academic EXC Creative,ARE,04/11/2016
Academic EXC Creative,ARE,04/11/2016
Academic EXC Creative,ARE,04/11/2016
Infraction,RD,04/11/2016
Incomplete Work,ARE,04/11/2016
Academic EXC Creative,ARE,04/11/2016
Incomplete Work,ARE,04/11/2016
Academic EXC Creative,ARE,04/11/2016
Incomplete Work,ARE,04/11/2016
Infraction,LJB,04/11/2016
Infraction,LJB,04/11/2016
Infraction,JR,04/11/2016
Infraction,LJB,04/11/2016
Incomplete Work,TWE,04/11/2016
Incomplete Work,JR,04/11/2016
Incomplete Work,JR,04/11/2016
Incomplete Work,JR,04/11/2016
Incomplete Work,JR,04/11/2016
Incomplete Work,JR,04/11/2016
Incomplete Work,TWE,04/11/2016
Academic EXC Creative,SP,04/11/2016
Academic EXC Creative,SP,04/11/2016
Academic EXC Creative,SP,04/11/2016
Academic EXC Creative,SP,04/11/2016
Academic EXC Creative,SP,04/11/2016
Academic EXC Creative,SP,04/11/2016
Infraction,CMLK,04/11/2016
Academic EXC Creative,SP,04/11/2016
Academic EXC Creative,SP,04/11/2016
Academic EXC Creative,SP,04/11/2016
Academic EXC Creative,SP,04/11/2016
Academic EXC Creative,SP,04/11/2016
Academic EXC Creative,SP,04/11/2016
Academic EXC Creative,SP,04/11/2016
Academic EXC Creative,SP,04/11/2016
Academic EXC Creative,SP,04/11/2016
Academic EXC General,CMLK,04/11/2016
Academic EXC Motivated,CMLK,04/11/2016
Academic EXC Determined,PWGM,04/11/2016
Academic EXC Determined,PWGM,04/11/2016
Academic EXC Determined,PWGM,04/11/2016
Academic EXC Determined,PWGM,04/11/2016
Academic EXC Motivated,ERM,04/11/2016
Academic EXC Motivated,ERM,04/11/2016
Academic EXC Motivated,ERM,04/11/2016
Academic EXC Motivated,ERM,04/11/2016
Academic EXC Motivated,ERM,04/11/2016
Academic EXC Motivated,ERM,04/11/2016
Incomplete Work,CDP,04/11/2016
Incomplete Work,CDP,04/11/2016
Incomplete Work,CMLK,04/11/2016
Incomplete Work,CMLK,04/11/2016
Incomplete Work,CMLK,04/11/2016
Incomplete Work,CMLK,04/11/2016
Incomplete Work,CMLK,04/11/2016
Incomplete Work,CMLK,04/11/2016
Academic EXC Independent,CLK,04/11/2016
Academic EXC Independent,CLK,04/11/2016
Academic EXC Independent,CLK,04/11/2016
Academic EXC Independent,CLK,04/11/2016
Academic EXC Independent,CLK,04/11/2016
Academic EXC Independent,CLK,04/11/2016
Academic EXC Independent,CLK,04/11/2016
Academic EXC Independent,CLK,04/11/2016
Academic EXC Independent,CLK,04/11/2016
Academic EXC Independent,CLK,04/11/2016
Academic EXC Independent,CLK,04/11/2016
Academic EXC Independent,CLK,04/11/2016
Academic EXC Independent,CLK,04/11/2016
Academic EXC Independent,CLK,04/11/2016
Academic EXC General,SLK,04/11/2016
Academic EXC General,SLK,04/11/2016
Incomplete Work,SLK,04/11/2016
Incomplete Work,SLK,04/11/2016
Academic EXC Motivated,AWD,04/11/2016
Academic EXC General,ARE,04/11/2016
Infraction,ARE,04/11/2016
Infraction,ARE,04/11/2016
Academic EXC Creative,AWD,04/11/2016
Academic EXC Creative,AWD,04/11/2016
Academic EXC Determined,TWE,04/11/2016
Academic EXC Determined,TWE,04/11/2016
Academic EXC Determined,TWE,04/11/2016
Infraction,DJB,04/11/2016
Infraction,DJB,04/11/2016
Academic EXC Reflective,PMM,04/11/2016
Incomplete Work,PMM,04/11/2016
Incomplete Work,PMM,04/11/2016
Infraction,PMM,04/11/2016
Academic EXC Determined,PMM,04/11/2016
Academic EXC Determined,PMM,04/11/2016
Academic EXC Determined,PMM,04/11/2016
Academic EXC Determined,PMM,04/11/2016
Infraction,TWE,04/11/2016
Infraction,TWE,04/11/2016
Infraction,TWE,04/11/2016
Infraction,TWE,04/11/2016
Academic EXC Determined,JHP,04/11/2016
Academic EXC Determined,JHP,04/11/2016
Academic EXC Determined,JHP,04/11/2016
Academic EXC Determined,JHP,04/11/2016
Academic EXC Determined,JHP,04/11/2016
Academic EXC Determined,JHP,04/11/2016
Academic EXC Independent,JHP,04/11/2016
Academic EXC Independent,JHP,04/11/2016
Academic EXC Independent,JHP,04/11/2016
Academic EXC Independent,JHP,04/11/2016
Academic EXC Independent,JHP,04/11/2016
Academic EXC Independent,JHP,04/11/2016
Infraction,TMA,04/11/2016
Infraction,TMA,04/11/2016
Infraction,TMA,04/11/2016
Academic EXC General,ARE,04/11/2016
Incomplete Work,APRD,04/11/2016
Incomplete Work,APRD,04/11/2016
Incomplete Work,APRD,04/11/2016
Incomplete Work,APRD,04/11/2016
Incomplete Work,APRD,04/11/2016
Incomplete Work,APRD,04/11/2016
Academic EXC Motivated,AEM,04/11/2016
Academic EXC General,PWGM,04/11/2016
Academic EXC General,PWGM,04/11/2016
Academic EXC General,PWGM,04/11/2016
Academic EXC General,PWGM,04/11/2016
Incomplete Work,PWGM,04/11/2016
Academic EXC General,PWGM,04/11/2016
Academic EXC General,PWGM,04/11/2016
Academic EXC General,PWGM,04/11/2016
Incomplete Work,PWGM,04/11/2016
Co-Curricular EXC Independent,AFJH,04/11/2016
Co-Curricular EXC Independent,AFJH,04/11/2016
Co-Curricular EXC Independent,AFJH,04/11/2016
Infraction,TW,04/11/2016
Infraction,TW,04/11/2016
Infraction,TW,04/11/2016
Infraction,TW,04/11/2016
Academic EXC Motivated,CMLK,04/11/2016
Academic EXC Motivated,CMLK,04/11/2016
Academic EXC Independent,APRD,04/11/2016
Infraction,RME,04/11/2016
Academic EXC Determined,APRD,04/11/2016
Academic EXC Motivated,APRD,04/11/2016
Academic EXC Motivated,APRD,04/11/2016
Academic EXC Motivated,CEA,04/11/2016
Academic EXC Motivated,CEA,04/11/2016
Infraction,JR,04/11/2016
Infraction,JR,04/11/2016
Infraction,JR,04/11/2016
Infraction,JR,04/11/2016
Infraction,JR,04/11/2016
Infraction,JR,04/11/2016
Academic EXC General,GSL,04/11/2016
Co-Curricular EXC Motivated,ERM,04/11/2016
Co-Curricular EXC Motivated,ERM,04/11/2016
Co-Curricular EXC Motivated,ERM,04/11/2016
Incomplete Work,ERM,04/11/2016
Co-Curricular EXC Determined,ARE,05/11/2016
Co-Curricular EXC Determined,ARE,05/11/2016
Co-Curricular EXC Determined,ARE,05/11/2016
Co-Curricular EXC Determined,ARE,05/11/2016
Co-Curricular EXC Determined,ARE,05/11/2016
Co-Curricular EXC Determined,ARE,05/11/2016
Co-Curricular EXC Determined,ARE,05/11/2016
Co-Curricular EXC Determined,ARE,05/11/2016
Co-Curricular EXC Determined,ARE,05/11/2016
Co-Curricular EXC Determined,ARE,05/11/2016
Co-Curricular EXC Determined,ARE,05/11/2016
Co-Curricular EXC Determined,ARE,05/11/2016
Co-Curricular EXC Determined,ARE,05/11/2016
Co-Curricular EXC Determined,ARE,05/11/2016
Co-Curricular EXC Determined,ARE,05/11/2016
Co-Curricular EXC Determined,ARE,05/11/2016
Co-Curricular EXC Determined,ARE,05/11/2016
Random Act of Kindness - Good College Spirit EXC,AWD,05/11/2016
Incomplete Work,ADD,06/11/2016
Incomplete Work,ADD,06/11/2016
Incomplete Work,ADD,06/11/2016
Incomplete Work,ADD,06/11/2016
Incomplete Work,ADD,06/11/2016
Incomplete Work,ADD,06/11/2016
Incomplete Work,ADD,06/11/2016
Incomplete Work,ADD,06/11/2016
Incomplete Work,ADD,06/11/2016
Academic EXC Open-minded,CMLK,07/11/2016
Academic EXC Open-minded,CMLK,07/11/2016
Academic EXC Determined,DJPS,07/11/2016
Academic EXC Determined,DJPS,07/11/2016
Academic EXC Determined,DJPS,07/11/2016
Academic EXC Determined,DJPS,07/11/2016
Academic EXC Motivated,DJPS,07/11/2016
Academic EXC Motivated,DJPS,07/11/2016
Academic EXC Motivated,DJPS,07/11/2016
Infraction,JKC,07/11/2016
Infraction,JKC,07/11/2016
Infraction,JKC,07/11/2016
Infraction,JKC,07/11/2016
Academic EXC Motivated,ERM,07/11/2016
Incomplete Work,LJC,07/11/2016
Incomplete Work,LJC,07/11/2016
Incomplete Work,LJC,07/11/2016
Infraction,ERM,07/11/2016
Academic EXC Motivated,ERM,07/11/2016
Academic EXC Motivated,ERM,07/11/2016
Incomplete Work,ARE,07/11/2016
Incomplete Work,ARE,07/11/2016
Incomplete Work,ARE,07/11/2016
Incomplete Work,ARE,07/11/2016
Academic EXC Reflective,ERM,07/11/2016
Academic EXC Reflective,ERM,07/11/2016
Academic EXC Reflective,ERM,07/11/2016
Academic EXC Reflective,ERM,07/11/2016
Academic EXC Reflective,ERM,07/11/2016
Academic EXC Motivated,JKC,07/11/2016
Incomplete Work,TWE,07/11/2016
Incomplete Work,TWE,07/11/2016
Incomplete Work,TWE,07/11/2016
Incomplete Work,TWE,07/11/2016
Incomplete Work,TWE,07/11/2016
Incomplete Work,TWE,07/11/2016
Incomplete Work,TWE,07/11/2016
Incomplete Work,TWE,07/11/2016
Incomplete Work,TWE,07/11/2016
Incomplete Work,TWE,07/11/2016
Incomplete Work,TWE,07/11/2016
Incomplete Work,JR,07/11/2016
Incomplete Work,JR,07/11/2016
Incomplete Work,JR,07/11/2016
Academic EXC Independent,AM,07/11/2016
Academic EXC Independent,AM,07/11/2016
Academic EXC Independent,AM,07/11/2016
Academic EXC General,DJB,07/11/2016
Academic EXC General,DJB,07/11/2016
Academic EXC Determined,AM,07/11/2016
Academic EXC Determined,TWE,07/11/2016
Infraction,CMLK,07/11/2016
Infraction,SP,07/11/2016
Infraction,SP,07/11/2016
Infraction,SP,07/11/2016
Academic EXC Determined,RD,07/11/2016
Infraction,RD,07/11/2016
Academic EXC Curious,GM,07/11/2016
Infraction,GM,07/11/2016
Academic EXC Open-minded,GM,07/11/2016
Incomplete Work,LJC,07/11/2016
Academic EXC General,YDU,07/11/2016
Academic EXC Independent,JHP,07/11/2016
Academic EXC Independent,JHP,07/11/2016
Academic EXC Creative,JHP,07/11/2016
Academic EXC General,GSL,07/11/2016
Incomplete Work,GSL,07/11/2016
Incomplete Work,GSL,07/11/2016
Incomplete Work,GSL,07/11/2016
Infraction,SP,07/11/2016
Infraction,SP,07/11/2016
Infraction,SP,07/11/2016
Academic EXC General,CDP,07/11/2016
Academic EXC General,CDP,07/11/2016
Academic EXC General,CDP,07/11/2016
Academic EXC General,CDP,07/11/2016
Incomplete Work,CDP,07/11/2016
Incomplete Work,CDP,07/11/2016
Incomplete Work,CDP,07/11/2016
Incomplete Work,CDP,07/11/2016
Incomplete Work,CDP,07/11/2016
Incomplete Work,CDP,07/11/2016
Incomplete Work,CDP,07/11/2016
Incomplete Work,CDP,07/11/2016
Incomplete Work,CDP,07/11/2016
Incomplete Work,CDP,07/11/2016
Incomplete Work,CDP,07/11/2016
Incomplete Work,CDP,07/11/2016
Academic EXC Determined,PAW,07/11/2016
Incomplete Work,ERM,07/11/2016
Infraction,YDU,07/11/2016
Infraction,ASK,07/11/2016
Infraction,JEA,07/11/2016
Infraction,JLP,07/11/2016
Infraction,JEA,07/11/2016
Infraction,JEA,07/11/2016
Infraction,JEA,07/11/2016
Infraction,JLP,07/11/2016
Infraction,JEA,07/11/2016
Infraction,JEA,07/11/2016
Infraction,JEA,07/11/2016
Infraction,SP,07/11/2016
Incomplete Work,AM,07/11/2016
Incomplete Work,AM,07/11/2016
Incomplete Work,AM,07/11/2016
Incomplete Work,AM,07/11/2016
Infraction,LERM,07/11/2016
Infraction,LERM,07/11/2016
Co-Curricular EXC Determined,RAC,07/11/2016
Co-Curricular EXC Determined,RAC,07/11/2016
Co-Curricular EXC Determined,RAC,07/11/2016
Co-Curricular EXC Determined,RAC,07/11/2016
Co-Curricular EXC Determined,RAC,07/11/2016
Co-Curricular EXC Determined,RAC,07/11/2016
Co-Curricular EXC Determined,RAC,07/11/2016
Co-Curricular EXC Determined,RAC,07/11/2016
Co-Curricular EXC Determined,RAC,07/11/2016
Co-Curricular EXC Determined,RAC,07/11/2016
Co-Curricular EXC Determined,RAC,07/11/2016
Co-Curricular EXC Determined,RAC,07/11/2016
Co-Curricular EXC Determined,RAC,07/11/2016
Co-Curricular EXC Determined,RAC,07/11/2016
Co-Curricular EXC Determined,RAC,07/11/2016
Co-Curricular EXC Determined,RAC,07/11/2016
Co-Curricular EXC Determined,RAC,07/11/2016
Co-Curricular EXC Determined,RAC,07/11/2016
Co-Curricular EXC Determined,RAC,07/11/2016
Co-Curricular EXC Determined,RAC,07/11/2016
Infraction,TBB,07/11/2016
Academic EXC General,ERM,07/11/2016
Academic EXC Independent,RD,07/11/2016
Academic EXC Independent,RD,07/11/2016
Infraction,RD,07/11/2016
Infraction,RD,07/11/2016
Infraction,RD,07/11/2016
Infraction,RD,07/11/2016
Incomplete Work,HG,07/11/2016
Incomplete Work,HG,07/11/2016
Incomplete Work,HG,07/11/2016
Incomplete Work,HG,07/11/2016
Co-Curricular EXC Motivated,CMLK,07/11/2016
Co-Curricular EXC Determined,CMLK,07/11/2016
Co-Curricular EXC General,CMLK,07/11/2016
Infraction,LJA,08/11/2016
Infraction,LJA,08/11/2016
Co-Curricular EXC Determined,RAC,08/11/2016
Co-Curricular EXC Determined,RAC,08/11/2016
Co-Curricular EXC Determined,RAC,08/11/2016
Academic EXC General,KFS,08/11/2016
Academic EXC General,KFS,08/11/2016
Academic EXC Creative,JEA,08/11/2016
Academic EXC Creative,JEA,08/11/2016
Co-Curricular EXC Open-minded,DRM,08/11/2016
Academic EXC Creative,JEA,08/11/2016
Incomplete Work,SP,08/11/2016
Incomplete Work,SP,08/11/2016
Incomplete Work,SP,08/11/2016
Incomplete Work,SP,08/11/2016
Co-Curricular EXC General,TWE,08/11/2016
Co-Curricular EXC General,TWE,08/11/2016
Co-Curricular EXC General,TWE,08/11/2016
Academic EXC Determined,CMLK,08/11/2016
Academic EXC Independent,CMLK,08/11/2016
Co-Curricular EXC General,TWE,08/11/2016
Infraction,ARE,08/11/2016
Academic EXC Curious,ARE,08/11/2016
Co-Curricular EXC General,TWE,08/11/2016
Academic EXC Creative,SP,08/11/2016
Academic EXC Creative,SP,08/11/2016
Academic EXC Creative,SP,08/11/2016
Academic EXC Creative,SP,08/11/2016
Academic EXC Creative,SP,08/11/2016
Academic EXC Creative,SP,08/11/2016
Academic EXC Creative,SP,08/11/2016
Infraction,YDU,08/11/2016
Incomplete Work,YDU,08/11/2016
Academic EXC Creative,JEA,08/11/2016
Academic EXC Independent,JH,08/11/2016
Academic EXC Independent,JH,08/11/2016
Academic EXC Independent,JH,08/11/2016
Academic EXC Independent,JH,08/11/2016
Incomplete Work,DJPS,08/11/2016
Incomplete Work,DJPS,08/11/2016
Academic EXC Determined,YDU,08/11/2016
Academic EXC Determined,ARE,08/11/2016
Academic EXC Determined,ARE,08/11/2016
Academic EXC Open-minded,RMDJ,08/11/2016
Academic EXC Creative,SP,08/11/2016
Academic EXC Creative,SP,08/11/2016
Academic EXC Creative,SP,08/11/2016
Academic EXC Creative,SP,08/11/2016
Academic EXC Creative,SP,08/11/2016
Academic EXC Creative,SP,08/11/2016
Academic EXC Creative,SP,08/11/2016
Academic EXC Creative,SP,08/11/2016
Academic EXC Creative,SP,08/11/2016
Academic EXC Creative,SP,08/11/2016
Academic EXC Creative,SP,08/11/2016
Academic EXC Creative,SP,08/11/2016
Academic EXC Creative,SP,08/11/2016
Academic EXC Creative,SP,08/11/2016
Academic EXC Creative,SP,08/11/2016
Academic EXC Creative,SP,08/11/2016
Academic EXC Motivated,AWD,08/11/2016
Academic EXC Motivated,AWD,08/11/2016
Academic EXC Motivated,AWD,08/11/2016
Academic EXC Motivated,AWD,08/11/2016
Academic EXC Motivated,AWD,08/11/2016
Academic EXC Motivated,AWD,08/11/2016
Academic EXC Motivated,AWD,08/11/2016
Academic EXC Motivated,AWD,08/11/2016
Infraction,AWD,08/11/2016
Infraction,AWD,08/11/2016
Co-Curricular EXC Motivated,RMDJ,08/11/2016
Infraction,RD,08/11/2016
Academic EXC Determined,CAF,08/11/2016
Academic EXC General,CAF,08/11/2016
Academic EXC General,CDP,08/11/2016
Academic EXC General,CDP,08/11/2016
Infraction,ARE,08/11/2016
Academic EXC General,CDP,08/11/2016
Infraction,SS,08/11/2016
Infraction,PSJ,08/11/2016
Academic EXC Open-minded,JH,08/11/2016
Academic EXC Open-minded,JH,08/11/2016
Academic EXC Open-minded,JH,08/11/2016
Academic EXC Open-minded,JH,08/11/2016
Academic EXC Open-minded,JH,08/11/2016
Academic EXC Open-minded,JH,08/11/2016
Academic EXC Creative,JH,08/11/2016
Academic EXC Creative,JH,08/11/2016
Infraction,JR,08/11/2016
Infraction,JR,08/11/2016
Academic EXC Independent,JR,08/11/2016
Academic EXC Independent,JR,08/11/2016
Academic EXC Independent,JR,08/11/2016
Academic EXC Determined,DJB,08/11/2016
Academic EXC Determined,DJB,08/11/2016
Academic EXC Determined,DJB,08/11/2016
Academic EXC Determined,DJB,08/11/2016
Academic EXC General,GSL,08/11/2016
Academic EXC General,GSL,08/11/2016
Academic EXC General,PMM,08/11/2016
Academic EXC General,PMM,08/11/2016
Academic EXC General,PMM,08/11/2016
Academic EXC General,PMM,08/11/2016
Academic EXC General,PMM,08/11/2016
Academic EXC General,PMM,08/11/2016
Academic EXC General,PMM,08/11/2016
Academic EXC General,PMM,08/11/2016
Academic EXC General,PMM,08/11/2016
Academic EXC Curious,PMM,08/11/2016
Academic EXC Curious,PMM,08/11/2016
Academic EXC Curious,PMM,08/11/2016
Academic EXC Curious,PMM,08/11/2016
Academic EXC Curious,PMM,08/11/2016
Academic EXC Curious,PMM,08/11/2016
Infraction,PMM,08/11/2016
Infraction,PMM,08/11/2016
Infraction,PMM,08/11/2016
Infraction,ECH,08/11/2016
Infraction,PMM,08/11/2016
Infraction,PMM,08/11/2016
Infraction,PMM,08/11/2016
Infraction,PMM,08/11/2016
Academic EXC Motivated,JHP,08/11/2016
Academic EXC Determined,AH,08/11/2016
Academic EXC Determined,AH,08/11/2016
Co-Curricular EXC General,GJH,08/11/2016
Academic EXC Determined,AH,08/11/2016
Academic EXC Determined,AH,08/11/2016
Academic EXC Determined,AH,08/11/2016
Academic EXC Determined,AH,08/11/2016
Academic EXC Determined,AH,08/11/2016
Academic EXC Determined,AH,08/11/2016
Infraction,KDB,08/11/2016
Incomplete Work,ARE,08/11/2016
Infraction,BJW,08/11/2016
Academic EXC Determined,ARE,08/11/2016
Incomplete Work,ADD,08/11/2016
Incomplete Work,ADD,08/11/2016
Incomplete Work,ADD,08/11/2016
Incomplete Work,ADD,08/11/2016
Incomplete Work,ADD,08/11/2016
Incomplete Work,ADD,08/11/2016
Co-Curricular EXC Open-minded,AWD,08/11/2016
Co-Curricular EXC Open-minded,AWD,08/11/2016
Co-Curricular EXC Open-minded,AWD,08/11/2016
Co-Curricular EXC Open-minded,AWD,08/11/2016
Co-Curricular EXC Open-minded,AWD,08/11/2016
Infraction,JR,08/11/2016
Infraction,SAB,09/11/2016
Infraction,SAB,09/11/2016
Infraction,SAB,09/11/2016
Infraction,SAB,09/11/2016
Infraction,SAB,09/11/2016
Infraction,SAB,09/11/2016
Infraction,SP,09/11/2016
Infraction,DJT,09/11/2016
Infraction,DJT,09/11/2016
Infraction,DJT,09/11/2016
Infraction,DJT,09/11/2016
Infraction,DJT,09/11/2016
Academic EXC Determined,DJPS,09/11/2016
Incomplete Work,SLK,09/11/2016
Incomplete Work,TWE,09/11/2016
Incomplete Work,TWE,09/11/2016
Incomplete Work,TWE,09/11/2016
Incomplete Work,TWE,09/11/2016
Academic EXC Motivated,TWE,09/11/2016
Academic EXC Motivated,TWE,09/11/2016
Academic EXC Motivated,TWE,09/11/2016
Academic EXC Motivated,TWE,09/11/2016
Academic EXC Motivated,TWE,09/11/2016
Academic EXC Motivated,TWE,09/11/2016
Academic EXC Motivated,TWE,09/11/2016
Academic EXC Motivated,TWE,09/11/2016
Academic EXC Motivated,TWE,09/11/2016
Academic EXC Motivated,TWE,09/11/2016
Academic EXC Motivated,TWE,09/11/2016
Academic EXC Motivated,TWE,09/11/2016
Academic EXC General,TWE,09/11/2016
Academic EXC General,TWE,09/11/2016
Academic EXC General,TWE,09/11/2016
Incomplete Work,YDU,09/11/2016
Co-Curricular EXC Determined,RMDJ,09/11/2016
Academic EXC Reflective,GJH,09/11/2016
Academic EXC Reflective,GJH,09/11/2016
Academic EXC Reflective,GJH,09/11/2016
Academic EXC Reflective,GJH,09/11/2016
Academic EXC Reflective,GJH,09/11/2016
Infraction,DJT,09/11/2016
Infraction,PWGM,09/11/2016
Infraction,RAC,09/11/2016
Infraction,RAC,09/11/2016
Infraction,RAC,09/11/2016
Infraction,ACW,09/11/2016
Academic EXC Curious,DRM,09/11/2016
Academic EXC Curious,DRM,09/11/2016
Incomplete Work,HG,09/11/2016
Incomplete Work,SLK,09/11/2016
Incomplete Work,SLK,09/11/2016
Incomplete Work,SLK,09/11/2016
Incomplete Work,SLK,09/11/2016
Random Act of Kindness - Good College Spirit EXC,SLK,09/11/2016
Random Act of Kindness - Good College Spirit EXC,SLK,09/11/2016
Academic EXC Reflective,PAW,09/11/2016
Academic EXC Independent,TWE,09/11/2016
Academic EXC Independent,TWE,09/11/2016
Academic EXC Independent,TWE,09/11/2016
Academic EXC Independent,TWE,09/11/2016
Academic EXC Independent,TWE,09/11/2016
Infraction,RAC,09/11/2016
Infraction,RAC,09/11/2016
Infraction,PMG,09/11/2016
Infraction,AWD,09/11/2016
Infraction,AWD,09/11/2016
Infraction,AWD,09/11/2016
Infraction,AWD,09/11/2016
Infraction,AWD,09/11/2016
Infraction,AWD,09/11/2016
Infraction,AWD,09/11/2016
Infraction,AWD,09/11/2016
Infraction,AWD,09/11/2016
Infraction,AWD,09/11/2016
Co-Curricular EXC Motivated,AWD,09/11/2016
Co-Curricular EXC Motivated,AWD,09/11/2016
Co-Curricular EXC Motivated,AWD,09/11/2016
Co-Curricular EXC Motivated,AWD,09/11/2016
Co-Curricular EXC Motivated,AWD,09/11/2016
Co-Curricular EXC Motivated,AWD,09/11/2016
Co-Curricular EXC Motivated,AWD,09/11/2016
Co-Curricular EXC Motivated,AWD,09/11/2016
Co-Curricular EXC Motivated,AWD,09/11/2016
Co-Curricular EXC Motivated,AWD,09/11/2016
Co-Curricular EXC Motivated,AWD,09/11/2016
Infraction,ARE,09/11/2016
Academic EXC Determined,AWD,09/11/2016
Incomplete Work,JLP,09/11/2016
Academic EXC Independent,ERM,09/11/2016
Infraction,PSJ,09/11/2016
Academic EXC General,ERM,09/11/2016
Infraction,JKC,09/11/2016
Infraction,JKC,09/11/2016
Infraction,JKC,09/11/2016
Infraction,JKC,09/11/2016
Infraction,JKC,09/11/2016
Infraction,JKC,09/11/2016
Infraction,JKC,09/11/2016
Infraction,JKC,09/11/2016
Co-Curricular EXC General,JKC,09/11/2016
Infraction,LJA,09/11/2016
Academic EXC General,CAM,09/11/2016
Academic EXC General,CAM,09/11/2016
Academic EXC General,CAM,09/11/2016
Academic EXC General,CAM,09/11/2016
Academic EXC General,CAM,09/11/2016
Academic EXC General,CAM,09/11/2016
Academic EXC General,CAM,09/11/2016
Academic EXC General,CAM,09/11/2016
Academic EXC General,CAM,09/11/2016
Academic EXC General,CAM,09/11/2016
Academic EXC General,CAM,09/11/2016
Academic EXC General,CAM,09/11/2016
Academic EXC Determined,LJA,09/11/2016
Academic EXC Creative,LJA,09/11/2016
Academic EXC Determined,LJA,09/11/2016
Academic EXC Creative,LJA,09/11/2016
Academic EXC Determined,LJA,09/11/2016
Academic EXC Determined,LJA,09/11/2016
Academic EXC Motivated,LJA,09/11/2016
Academic EXC Motivated,LJA,09/11/2016
Infraction,TWE,09/11/2016
Infraction,TWE,09/11/2016
Infraction,YDU,09/11/2016
Infraction,RBC,10/11/2016
Academic EXC Reflective,ERM,10/11/2016
Academic EXC Determined,TW,10/11/2016
Academic EXC Determined,TW,10/11/2016
Incomplete Work,TW,10/11/2016
Academic EXC Determined,LJC,10/11/2016
Academic EXC Determined,LJC,10/11/2016
Academic EXC Determined,LJC,10/11/2016
Academic EXC Determined,LJC,10/11/2016
Academic EXC Determined,LJC,10/11/2016
Academic EXC Determined,LJC,10/11/2016
Academic EXC Determined,LJC,10/11/2016
Academic EXC Creative,TBB,10/11/2016
Academic EXC Creative,TBB,10/11/2016
Academic EXC Motivated,DJPS,10/11/2016
Academic EXC Motivated,DJPS,10/11/2016
Academic EXC Motivated,DJPS,10/11/2016
Academic EXC Motivated,DJPS,10/11/2016
Academic EXC Motivated,DJPS,10/11/2016
Academic EXC Motivated,DJPS,10/11/2016
Academic EXC General,PWGM,10/11/2016
Infraction,SLK,10/11/2016
Co-Curricular EXC General,SMC,10/11/2016
Academic EXC Determined,SLK,10/11/2016
Co-Curricular EXC Open-minded,SLK,10/11/2016
Incomplete Work,JRN,10/11/2016
Academic EXC Determined,TW,10/11/2016
Academic EXC Independent,TW,10/11/2016
Academic EXC General,TWE,10/11/2016
Academic EXC General,TWE,10/11/2016
Infraction,YDU,10/11/2016
Infraction,AM,10/11/2016
Infraction,AM,10/11/2016
Academic EXC General,CDP,10/11/2016
Academic EXC General,CDP,10/11/2016
Academic EXC General,CDP,10/11/2016
Academic EXC General,AM,10/11/2016
Academic EXC General,AM,10/11/2016
Academic EXC General,AM,10/11/2016
Incomplete Work,RMDJ,10/11/2016
Incomplete Work,RMDJ,10/11/2016
Infraction,PAW,10/11/2016
Infraction,PAW,10/11/2016
Infraction,PAW,10/11/2016
Academic EXC General,PMM,10/11/2016
Academic EXC General,PMM,10/11/2016
Academic EXC General,PMM,10/11/2016
Academic EXC General,PMM,10/11/2016
Academic EXC General,PMM,10/11/2016
Academic EXC General,PMM,10/11/2016
Academic EXC General,PMM,10/11/2016
Academic EXC General,PMM,10/11/2016
Academic EXC General,PMM,10/11/2016
Academic EXC General,PMM,10/11/2016
Academic EXC General,PMM,10/11/2016
Academic EXC General,PMM,10/11/2016
Academic EXC General,PMM,10/11/2016
Academic EXC General,PMM,10/11/2016
Academic EXC Determined,JR,10/11/2016
Academic EXC Determined,SLK,10/11/2016
Academic EXC General,ERM,10/11/2016
Academic EXC General,ERM,10/11/2016
Academic EXC General,ERM,10/11/2016
Academic EXC General,ERM,10/11/2016
Academic EXC General,ERM,10/11/2016
Academic EXC General,ERM,10/11/2016
Incomplete Work,RME,10/11/2016
Incomplete Work,RME,10/11/2016
Incomplete Work,HG,10/11/2016
Incomplete Work,RME,10/11/2016
Incomplete Work,RME,10/11/2016
Incomplete Work,RME,10/11/2016
Incomplete Work,RME,10/11/2016
Incomplete Work,RME,10/11/2016
Incomplete Work,RME,10/11/2016
Incomplete Work,RME,10/11/2016
Incomplete Work,RME,10/11/2016
Incomplete Work,RME,10/11/2016
Incomplete Work,RME,10/11/2016
Infraction,LJC,10/11/2016
Academic EXC Determined,AWD,10/11/2016
Academic EXC Determined,AWD,10/11/2016
Academic EXC Determined,AWD,10/11/2016
Incomplete Work,GSL,10/11/2016
Incomplete Work,GSL,10/11/2016
Incomplete Work,GSL,10/11/2016
Academic EXC Determined,PWGM,10/11/2016
Academic EXC Determined,PWGM,10/11/2016
