Category,Staff code,Date
Incomplete Work,ARE,04/10/2016
Incomplete Work,ARE,04/10/2016
Academic EXC General,ARE,04/10/2016
Incomplete Work,ARE,04/10/2016
Incomplete Work,ARE,04/10/2016
Incomplete Work,ARE,04/10/2016
Incomplete Work,CMLK,04/10/2016
Incomplete Work,CMLK,04/10/2016
Academic EXC General,GSL,04/10/2016
Incomplete Work,AM,04/10/2016
Academic EXC Creative,JEA,04/10/2016
Academic EXC Creative,JEA,04/10/2016
Academic EXC Creative,JEA,04/10/2016
Academic EXC Creative,JEA,04/10/2016
Academic EXC Creative,JEA,04/10/2016
Academic EXC Creative,JEA,04/10/2016
Academic EXC Creative,JEA,04/10/2016
Academic EXC General,PWGM,04/10/2016
Academic EXC General,PWGM,04/10/2016
Academic EXC General,PWGM,04/10/2016
Academic EXC General,PWGM,04/10/2016
Academic EXC General,PWGM,04/10/2016
Academic EXC General,PWGM,04/10/2016
Academic EXC General,AM,04/10/2016
Academic EXC Motivated,SLK,04/10/2016
Incomplete Work,SLK,04/10/2016
Incomplete Work,SLK,04/10/2016
Academic EXC Independent,DRM,04/10/2016
Academic EXC Independent,DRM,04/10/2016
Academic EXC Independent,DRM,04/10/2016
Academic EXC Independent,DRM,04/10/2016
Academic EXC Independent,DRM,04/10/2016
Academic EXC Independent,DRM,04/10/2016
Academic EXC Independent,DRM,04/10/2016
Academic EXC Open-minded,DRM,04/10/2016
Academic EXC Open-minded,DRM,04/10/2016
Academic EXC Open-minded,DRM,04/10/2016
Academic EXC Open-minded,DRM,04/10/2016
Academic EXC Motivated,ERM,04/10/2016
Academic EXC Reflective,ERM,04/10/2016
Academic EXC Reflective,ERM,04/10/2016
Academic EXC Reflective,ERM,04/10/2016
Academic EXC Reflective,ERM,04/10/2016
Academic EXC Reflective,ERM,04/10/2016
Academic EXC Reflective,ERM,04/10/2016
Academic EXC Reflective,ERM,04/10/2016
Academic EXC Reflective,ERM,04/10/2016
Academic EXC Reflective,ERM,04/10/2016
Academic EXC Reflective,ERM,04/10/2016
Academic EXC Reflective,ERM,04/10/2016
Academic EXC Reflective,ERM,04/10/2016
Academic EXC Reflective,ERM,04/10/2016
Academic EXC Reflective,ERM,04/10/2016
Infraction,AWD,04/10/2016
Incomplete Work,AWD,04/10/2016
Incomplete Work,AWD,04/10/2016
Academic EXC Motivated,AWD,04/10/2016
Academic EXC General,JH,04/10/2016
Academic EXC General,JH,04/10/2016
Incomplete Work,TW,04/10/2016
Incomplete Work,TW,04/10/2016
Incomplete Work,TW,04/10/2016
Incomplete Work,TW,04/10/2016
Academic EXC General,JH,04/10/2016
Academic EXC General,JH,04/10/2016
Academic EXC General,JH,04/10/2016
Academic EXC General,JH,04/10/2016
Incomplete Work,TW,04/10/2016
Academic EXC Determined,AWD,04/10/2016
Academic EXC Determined,AWD,04/10/2016
Academic EXC Motivated,DRM,04/10/2016
Academic EXC Motivated,DRM,04/10/2016
Academic EXC Motivated,DRM,04/10/2016
Co-Curricular EXC Motivated,RMDJ,04/10/2016
Academic EXC Motivated,DRM,04/10/2016
Academic EXC Open-minded,DRM,04/10/2016
Academic EXC Open-minded,DRM,04/10/2016
Academic EXC Open-minded,DRM,04/10/2016
Academic EXC Open-minded,DRM,04/10/2016
Academic EXC Open-minded,DRM,04/10/2016
Incomplete Work,PAW,04/10/2016
Infraction,TBB,04/10/2016
Infraction,TBB,04/10/2016
Infraction,TBB,04/10/2016
Infraction,TBB,04/10/2016
Infraction,ARE,04/10/2016
Infraction,TBB,04/10/2016
Academic EXC Motivated,ADD,04/10/2016
Academic EXC Motivated,ADD,04/10/2016
Academic EXC Motivated,ADD,04/10/2016
Incomplete Work,CMLK,04/10/2016
Incomplete Work,CMLK,04/10/2016
Incomplete Work,CMLK,04/10/2016
Academic EXC Independent,DJPS,04/10/2016
Academic EXC Independent,DJPS,04/10/2016
Academic EXC Independent,DJPS,04/10/2016
Incomplete Work,DJPS,04/10/2016
Incomplete Work,DJPS,04/10/2016
Incomplete Work,DJPS,04/10/2016
Academic EXC Motivated,KNC,04/10/2016
Academic EXC Motivated,KNC,04/10/2016
Academic EXC Motivated,KNC,04/10/2016
Co-Curricular EXC Motivated,KNC,04/10/2016
Co-Curricular EXC Motivated,KNC,04/10/2016
Co-Curricular EXC Motivated,KNC,04/10/2016
Co-Curricular EXC Motivated,KNC,04/10/2016
Co-Curricular EXC Motivated,KNC,04/10/2016
Co-Curricular EXC Motivated,KNC,04/10/2016
Co-Curricular EXC Motivated,KNC,04/10/2016
Co-Curricular EXC Motivated,KNC,04/10/2016
Co-Curricular EXC Motivated,KNC,04/10/2016
Co-Curricular EXC Motivated,KNC,04/10/2016
Academic EXC Motivated,PMM,04/10/2016
Academic EXC Motivated,PMM,04/10/2016
Academic EXC Motivated,PMM,04/10/2016
Academic EXC Motivated,PMM,04/10/2016
Academic EXC Motivated,PMM,04/10/2016
Academic EXC Motivated,PMM,04/10/2016
Academic EXC General,PMM,04/10/2016
Academic EXC General,PMM,04/10/2016
Academic EXC General,PMM,04/10/2016
Academic EXC General,PMM,04/10/2016
Academic EXC General,PMM,04/10/2016
Incomplete Work,JLP,04/10/2016
Academic EXC Motivated,ARE,04/10/2016
Academic EXC Determined,ARE,04/10/2016
Incomplete Work,AWD,04/10/2016
Academic EXC Open-minded,AH,04/10/2016
Infraction,DJC,04/10/2016
Co-Curricular EXC Determined,CAM,05/10/2016
Co-Curricular EXC Creative,JAK,05/10/2016
Random Act of Kindness - Good College Spirit EXC,SLK,05/10/2016
Infraction,CLK,05/10/2016
Infraction,CLK,05/10/2016
Infraction,CLK,05/10/2016
Infraction,CLK,05/10/2016
Academic EXC Motivated,BJW,05/10/2016
Co-Curricular EXC Motivated,BJW,05/10/2016
Co-Curricular EXC Motivated,BJW,05/10/2016
Academic EXC Determined,SP,05/10/2016
Academic EXC Determined,SP,05/10/2016
Academic EXC Determined,SP,05/10/2016
Academic EXC Determined,SP,05/10/2016
Academic EXC Determined,SP,05/10/2016
Academic EXC Determined,SP,05/10/2016
Academic EXC Determined,SP,05/10/2016
Academic EXC Determined,SP,05/10/2016
Academic EXC Determined,SP,05/10/2016
Academic EXC Determined,SP,05/10/2016
Academic EXC Determined,SP,05/10/2016
Academic EXC Determined,SP,05/10/2016
Academic EXC Determined,SP,05/10/2016
Academic EXC Determined,SP,05/10/2016
Co-Curricular EXC Creative,JAK,05/10/2016
Co-Curricular EXC Creative,JAK,05/10/2016
Co-Curricular EXC Creative,JAK,05/10/2016
Academic EXC Motivated,AWD,05/10/2016
Academic EXC Motivated,AWD,05/10/2016
Academic EXC Motivated,AWD,05/10/2016
Co-Curricular EXC Creative,JAK,05/10/2016
Academic EXC Motivated,JLP,05/10/2016
Academic EXC Motivated,JLP,05/10/2016
Academic EXC Motivated,JLP,05/10/2016
Academic EXC Motivated,JLP,05/10/2016
Academic EXC Motivated,JLP,05/10/2016
Academic EXC Motivated,JLP,05/10/2016
Academic EXC Motivated,JLP,05/10/2016
Academic EXC Motivated,JLP,05/10/2016
Academic EXC Motivated,JLP,05/10/2016
Academic EXC Motivated,JLP,05/10/2016
Academic EXC Motivated,JLP,05/10/2016
Academic EXC Motivated,JLP,05/10/2016
Academic EXC Motivated,JLP,05/10/2016
Co-Curricular EXC Creative,JAK,05/10/2016
Co-Curricular EXC Creative,JAK,05/10/2016
Co-Curricular EXC Creative,JAK,05/10/2016
Co-Curricular EXC Creative,JAK,05/10/2016
Co-Curricular EXC Creative,JAK,05/10/2016
Co-Curricular EXC Creative,JAK,05/10/2016
Infraction,RD,05/10/2016
Academic EXC General,KFS,05/10/2016
Academic EXC General,KFS,05/10/2016
Academic EXC Motivated,TWE,05/10/2016
Academic EXC Determined,TWE,05/10/2016
Academic EXC Determined,TWE,05/10/2016
Academic EXC Determined,TWE,05/10/2016
Academic EXC Determined,TWE,05/10/2016
Academic EXC Determined,TWE,05/10/2016
Academic EXC Determined,TWE,05/10/2016
Academic EXC Creative,CMLK,05/10/2016
Academic EXC Motivated,PMM,05/10/2016
Academic EXC Motivated,PMM,05/10/2016
Academic EXC Independent,RME,05/10/2016
Infraction,PMM,05/10/2016
Academic EXC Creative,AWD,05/10/2016
Academic EXC Creative,AWD,05/10/2016
Academic EXC Independent,ERM,05/10/2016
Academic EXC Independent,ERM,05/10/2016
Academic EXC Independent,ERM,05/10/2016
Academic EXC Independent,ERM,05/10/2016
Academic EXC Motivated,PAW,05/10/2016
Academic EXC Creative,DRM,05/10/2016
Academic EXC Creative,DRM,05/10/2016
Academic EXC Independent,JH,05/10/2016
Academic EXC Independent,JH,05/10/2016
Academic EXC Independent,JH,05/10/2016
Academic EXC Independent,JH,05/10/2016
Academic EXC Independent,JH,05/10/2016
Academic EXC Independent,JH,05/10/2016
Academic EXC Independent,JH,05/10/2016
Academic EXC Motivated,CMLK,05/10/2016
Academic EXC Motivated,CMLK,05/10/2016
Infraction,CMLK,05/10/2016
Academic EXC Motivated,RCS,05/10/2016
Incomplete Work,RCS,05/10/2016
Academic EXC General,RD,05/10/2016
Academic EXC Determined,NJB,05/10/2016
Academic EXC Motivated,NJB,05/10/2016
Academic EXC Motivated,NJB,05/10/2016
Academic EXC Motivated,NJB,05/10/2016
Academic EXC Motivated,NJB,05/10/2016
Academic EXC Motivated,NJB,05/10/2016
Academic EXC Motivated,NJB,05/10/2016
Academic EXC Motivated,NJB,05/10/2016
Academic EXC Motivated,NJB,05/10/2016
Academic EXC Motivated,NJB,05/10/2016
Academic EXC General,CAM,05/10/2016
Random Act of Kindness - Good College Spirit EXC,LMP,05/10/2016
Incomplete Work,AWD,05/10/2016
Incomplete Work,AWD,05/10/2016
Academic EXC Independent,AWD,05/10/2016
Academic EXC Independent,AWD,05/10/2016
Academic EXC Independent,AWD,05/10/2016
Academic EXC Creative,AWD,05/10/2016
Academic EXC Motivated,AWD,05/10/2016
Co-Curricular EXC Creative,ARE,05/10/2016
Co-Curricular EXC Creative,ARE,05/10/2016
Academic EXC General,GSL,05/10/2016
Academic EXC General,GSL,05/10/2016
Academic EXC General,GSL,05/10/2016
Infraction,YDU,05/10/2016
Infraction,YDU,05/10/2016
Academic EXC Open-minded,DRM,05/10/2016
Academic EXC Open-minded,DRM,05/10/2016
Academic EXC Open-minded,DRM,05/10/2016
Academic EXC Open-minded,DRM,05/10/2016
Academic EXC Open-minded,DRM,05/10/2016
Academic EXC Open-minded,DRM,05/10/2016
Academic EXC Open-minded,DRM,05/10/2016
Academic EXC Open-minded,DRM,05/10/2016
Academic EXC General,DJC,05/10/2016
Incomplete Work,DJC,05/10/2016
Academic EXC Creative,DJPS,06/10/2016
Academic EXC Creative,DJPS,06/10/2016
Academic EXC Determined,DJPS,06/10/2016
Academic EXC Determined,DJPS,06/10/2016
Academic EXC Determined,DJPS,06/10/2016
Academic EXC Determined,DJPS,06/10/2016
Academic EXC Determined,DJPS,06/10/2016
Incomplete Work,DJPS,06/10/2016
Random Act of Kindness - Good College Spirit EXC,SLK,06/10/2016
Co-Curricular EXC Determined,KNC,06/10/2016
Co-Curricular EXC Determined,KNC,06/10/2016
Academic EXC Motivated,YDU,06/10/2016
Academic EXC Motivated,YDU,06/10/2016
Academic EXC Independent,YDU,06/10/2016
Academic EXC Motivated,YDU,06/10/2016
Academic EXC Motivated,YDU,06/10/2016
Academic EXC Motivated,YDU,06/10/2016
Academic EXC Motivated,YDU,06/10/2016
Academic EXC Motivated,YDU,06/10/2016
Academic EXC Motivated,YDU,06/10/2016
Academic EXC Motivated,YDU,06/10/2016
Academic EXC Motivated,YDU,06/10/2016
Academic EXC Motivated,YDU,06/10/2016
Academic EXC Motivated,YDU,06/10/2016
Academic EXC Motivated,YDU,06/10/2016
Academic EXC Independent,PAW,06/10/2016
Incomplete Work,ECH,06/10/2016
Academic EXC Creative,SP,06/10/2016
Academic EXC Creative,SP,06/10/2016
Academic EXC Creative,SP,06/10/2016
Academic EXC Creative,SP,06/10/2016
Academic EXC Creative,SP,06/10/2016
Academic EXC Creative,SP,06/10/2016
Academic EXC Creative,SP,06/10/2016
Academic EXC Creative,SP,06/10/2016
Infraction,LJC,06/10/2016
Infraction,LJC,06/10/2016
Academic EXC Reflective,DJB,06/10/2016
Academic EXC Reflective,DJB,06/10/2016
Academic EXC Reflective,DJB,06/10/2016
Academic EXC Reflective,DJB,06/10/2016
Academic EXC Independent,RME,06/10/2016
Academic EXC General,KFS,06/10/2016
Academic EXC General,KFS,06/10/2016
Academic EXC General,KFS,06/10/2016
Infraction,KFS,06/10/2016
Academic EXC Motivated,TWE,06/10/2016
Academic EXC Motivated,TWE,06/10/2016
Academic EXC Motivated,TWE,06/10/2016
Academic EXC Motivated,TWE,06/10/2016
Academic EXC Motivated,TWE,06/10/2016
Academic EXC Motivated,TWE,06/10/2016
Incomplete Work,RMDJ,06/10/2016
Academic EXC Creative,DRM,06/10/2016
Academic EXC Creative,DRM,06/10/2016
Academic EXC Creative,SP,06/10/2016
Academic EXC Creative,SP,06/10/2016
Academic EXC Creative,SP,06/10/2016
Academic EXC Creative,SP,06/10/2016
Infraction,SS,06/10/2016
Infraction,PMM,06/10/2016
Infraction,PMM,06/10/2016
Infraction,PMM,06/10/2016
Infraction,PMM,06/10/2016
Academic EXC Determined,ADD,06/10/2016
Academic EXC Determined,ADD,06/10/2016
Infraction,RAC,06/10/2016
Infraction,RAC,06/10/2016
Infraction,RAC,06/10/2016
Infraction,RAC,06/10/2016
Academic EXC General,SLK,06/10/2016
Academic EXC General,SLK,06/10/2016
Academic EXC General,SLK,06/10/2016
Academic EXC General,SLK,06/10/2016
Infraction,CMLK,06/10/2016
Infraction,CMLK,06/10/2016
Infraction,CMLK,06/10/2016
Infraction,CMLK,06/10/2016
Infraction,CMLK,06/10/2016
Infraction,CMLK,06/10/2016
Academic EXC Determined,ARE,06/10/2016
Academic EXC Open-minded,ARE,06/10/2016
Infraction,RD,06/10/2016
Infraction,RD,06/10/2016
Co-Curricular EXC Determined,GJH,06/10/2016
Academic EXC General,RD,06/10/2016
Co-Curricular EXC Determined,GJH,06/10/2016
Academic EXC Creative,JEA,06/10/2016
Academic EXC General,RD,06/10/2016
Academic EXC General,RD,06/10/2016
Academic EXC Creative,JEA,06/10/2016
Co-Curricular EXC Motivated,KNC,06/10/2016
Co-Curricular EXC Motivated,KNC,06/10/2016
Academic EXC Creative,JEA,06/10/2016
Academic EXC Independent,JEA,06/10/2016
Incomplete Work,JEA,06/10/2016
Incomplete Work,JEA,06/10/2016
Academic EXC Independent,JKC,06/10/2016
Academic EXC Determined,JKC,06/10/2016
Infraction,JEA,06/10/2016
Infraction,JEA,06/10/2016
Academic EXC Motivated,JKC,06/10/2016
Infraction,JKC,06/10/2016
Infraction,JKC,06/10/2016
Infraction,JEA,06/10/2016
Infraction,JKC,06/10/2016
Academic EXC General,ERM,06/10/2016
Academic EXC General,ERM,06/10/2016
Academic EXC General,ERM,06/10/2016
Academic EXC General,ERM,06/10/2016
Incomplete Work,LJC,06/10/2016
Co-Curricular EXC General,SLK,06/10/2016
Co-Curricular EXC General,SLK,06/10/2016
Co-Curricular EXC General,SLK,06/10/2016
Co-Curricular EXC General,SLK,06/10/2016
Co-Curricular EXC General,SLK,06/10/2016
Incomplete Work,LJC,06/10/2016
Incomplete Work,LJC,06/10/2016
Incomplete Work,LJC,06/10/2016
Incomplete Work,LJC,06/10/2016
Co-Curricular EXC General,PSJ,06/10/2016
Co-Curricular EXC General,PSJ,06/10/2016
Co-Curricular EXC General,PSJ,06/10/2016
Incomplete Work,LJC,06/10/2016
Incomplete Work,LJC,06/10/2016
Incomplete Work,LJC,06/10/2016
Academic EXC Reflective,JR,06/10/2016
Academic EXC Independent,AWD,06/10/2016
Academic EXC Independent,AWD,06/10/2016
Incomplete Work,JR,06/10/2016
Academic EXC Determined,JR,06/10/2016
Academic EXC Motivated,JR,06/10/2016
Academic EXC Motivated,AWD,06/10/2016
Academic EXC Creative,HG,06/10/2016
Academic EXC Motivated,DJR,06/10/2016
Academic EXC Motivated,DJR,06/10/2016
Academic EXC Creative,SS,07/10/2016
Incomplete Work,CAF,07/10/2016
Academic EXC Creative,SP,07/10/2016
Academic EXC Creative,SP,07/10/2016
Academic EXC Creative,SP,07/10/2016
Academic EXC Creative,SP,07/10/2016
Academic EXC Creative,SP,07/10/2016
Academic EXC Creative,SP,07/10/2016
Infraction,CMLK,07/10/2016
Academic EXC Motivated,PMM,07/10/2016
Academic EXC Motivated,PMM,07/10/2016
Academic EXC Motivated,PMM,07/10/2016
Academic EXC Motivated,PMM,07/10/2016
Academic EXC Motivated,PMM,07/10/2016
Academic EXC Motivated,PMM,07/10/2016
Academic EXC Motivated,PMM,07/10/2016
Academic EXC Motivated,PMM,07/10/2016
Academic EXC Motivated,PMM,07/10/2016
Academic EXC Motivated,PMM,07/10/2016
Academic EXC Motivated,PMM,07/10/2016
Infraction,RAC,07/10/2016
Incomplete Work,ERM,07/10/2016
Infraction,RAC,07/10/2016
Incomplete Work,ARE,07/10/2016
Incomplete Work,ARE,07/10/2016
Incomplete Work,ARE,07/10/2016
Incomplete Work,ARE,07/10/2016
Incomplete Work,ARE,07/10/2016
Incomplete Work,ARE,07/10/2016
Incomplete Work,ARE,07/10/2016
Incomplete Work,ARE,07/10/2016
Incomplete Work,ARE,07/10/2016
Incomplete Work,ARE,07/10/2016
Incomplete Work,ARE,07/10/2016
Incomplete Work,ARE,07/10/2016
Incomplete Work,ARE,07/10/2016
Incomplete Work,ARE,07/10/2016
Incomplete Work,ARE,07/10/2016
Infraction,RAC,07/10/2016
Infraction,RAC,07/10/2016
Infraction,RAC,07/10/2016
Infraction,RAC,07/10/2016
Incomplete Work,TWE,07/10/2016
Incomplete Work,PMM,07/10/2016
Incomplete Work,PMM,07/10/2016
Incomplete Work,PMM,07/10/2016
Academic EXC Determined,PMM,07/10/2016
Academic EXC Determined,PMM,07/10/2016
Academic EXC Determined,PMM,07/10/2016
Academic EXC Independent,DJPS,07/10/2016
Co-Curricular EXC General,CMLK,07/10/2016
Co-Curricular EXC General,CMLK,07/10/2016
Co-Curricular EXC General,CMLK,07/10/2016
Academic EXC Independent,DJPS,07/10/2016
Co-Curricular EXC General,CMLK,07/10/2016
Co-Curricular EXC General,CMLK,07/10/2016
Co-Curricular EXC General,CMLK,07/10/2016
Co-Curricular EXC General,CMLK,07/10/2016
Academic EXC Motivated,DJPS,07/10/2016
Academic EXC Motivated,DJPS,07/10/2016
Academic EXC Motivated,DJPS,07/10/2016
Academic EXC Motivated,DJPS,07/10/2016
Incomplete Work,ASK,07/10/2016
Infraction,ASK,07/10/2016
Infraction,JLP,07/10/2016
Academic EXC Motivated,ARE,07/10/2016
Academic EXC Reflective,ARE,07/10/2016
Infraction,RMDJ,07/10/2016
Infraction,RMDJ,07/10/2016
Academic EXC Motivated,JHP,07/10/2016
Academic EXC Motivated,JHP,07/10/2016
Academic EXC Motivated,JHP,07/10/2016
Academic EXC Motivated,JHP,07/10/2016
Academic EXC Motivated,JHP,07/10/2016
Academic EXC Motivated,JHP,07/10/2016
Infraction,JHP,07/10/2016
Academic EXC Determined,SP,07/10/2016
Academic EXC Creative,LJA,07/10/2016
Infraction,TMA,07/10/2016
Incomplete Work,PWGM,07/10/2016
Academic EXC Creative,CEA,07/10/2016
Academic EXC Creative,CEA,07/10/2016
Academic EXC Creative,CEA,07/10/2016
Academic EXC Creative,CEA,07/10/2016
Academic EXC Creative,CEA,07/10/2016
Academic EXC Determined,DJB,07/10/2016
Academic EXC Independent,AWD,07/10/2016
Academic EXC Independent,AWD,07/10/2016
Academic EXC Independent,AWD,07/10/2016
Academic EXC Independent,AWD,07/10/2016
Academic EXC Independent,AWD,07/10/2016
Academic EXC Independent,AWD,07/10/2016
Academic EXC Independent,AWD,07/10/2016
Academic EXC Independent,AWD,07/10/2016
Academic EXC Independent,AWD,07/10/2016
Academic EXC Independent,AWD,07/10/2016
Academic EXC Independent,AWD,07/10/2016
Academic EXC Independent,AWD,07/10/2016
Academic EXC Independent,AWD,07/10/2016
Academic EXC Independent,AWD,07/10/2016
Academic EXC Independent,AWD,07/10/2016
Co-Curricular EXC Independent,AWD,07/10/2016
Incomplete Work,AWD,07/10/2016
Incomplete Work,AWD,07/10/2016
Infraction,AWD,07/10/2016
Academic EXC Curious,AWD,07/10/2016
Academic EXC Curious,AWD,07/10/2016
Academic EXC Curious,AWD,07/10/2016
Academic EXC Curious,AWD,07/10/2016
Academic EXC Curious,AWD,07/10/2016
Academic EXC Determined,AWD,07/10/2016
Academic EXC General,AWD,07/10/2016
Academic EXC General,AWD,07/10/2016
Academic EXC General,AWD,07/10/2016
Infraction,GJH,07/10/2016
Co-Curricular EXC General,MJM,08/10/2016
Co-Curricular EXC General,MJM,08/10/2016
Co-Curricular EXC General,CMLK,08/10/2016
Co-Curricular EXC General,CMLK,08/10/2016
Co-Curricular EXC General,CMLK,08/10/2016
Co-Curricular EXC General,CMLK,08/10/2016
Co-Curricular EXC General,CMLK,08/10/2016
Co-Curricular EXC General,CMLK,08/10/2016
Co-Curricular EXC General,CMLK,08/10/2016
Co-Curricular EXC Creative,TWE,08/10/2016
Co-Curricular EXC Creative,TWE,08/10/2016
Co-Curricular EXC Creative,TWE,08/10/2016
Co-Curricular EXC Creative,TWE,08/10/2016
Co-Curricular EXC Motivated,RCS,08/10/2016
Co-Curricular EXC Motivated,RCS,08/10/2016
Co-Curricular EXC Motivated,RCS,08/10/2016
Co-Curricular EXC General,TWE,08/10/2016
Academic EXC Motivated,JHP,08/10/2016
Academic EXC Determined,SLK,08/10/2016
Academic EXC Motivated,JHP,09/10/2016
Academic EXC General,JRN,09/10/2016
Academic EXC General,JRN,09/10/2016
Academic EXC General,JRN,09/10/2016
Academic EXC General,JRN,09/10/2016
Academic EXC General,JRN,09/10/2016
Academic EXC General,JRN,09/10/2016
Academic EXC General,JRN,09/10/2016
Academic EXC General,JRN,09/10/2016
Academic EXC General,JRN,09/10/2016
Academic EXC General,JRN,09/10/2016
Academic EXC Open-minded,DRM,09/10/2016
Academic EXC Open-minded,DRM,09/10/2016
Academic EXC Independent,AJM,09/10/2016
Academic EXC Independent,AJM,09/10/2016
Co-Curricular EXC General,AJM,09/10/2016
Random Act of Kindness - Good College Spirit EXC,AJM,09/10/2016
Random Act of Kindness - Good College Spirit EXC,AJM,09/10/2016
Random Act of Kindness - Good College Spirit EXC,AJM,09/10/2016
Co-Curricular EXC Motivated,JHP,09/10/2016
Co-Curricular EXC Motivated,JHP,09/10/2016
Co-Curricular EXC Motivated,JHP,09/10/2016
Academic EXC Independent,CLK,10/10/2016
Incomplete Work,ERM,10/10/2016
Academic EXC Determined,RME,10/10/2016
Academic EXC Motivated,RME,10/10/2016
Academic EXC Motivated,RME,10/10/2016
